Reach,Impressions,Link clicks,Clicks (all),Amount spent (IDR),Messaging conversations started,Instagram follows,Outbound clicks,Frequency,"CPM (cost per 1,000 impressions)",CTR (link click-through rate),CPC (cost per link click),Cost per messaging conversation started,Reporting starts,Reporting ends
1376258,2515073,38541,49038,60560687,785,1302,4799,1.827472029227078,24079.097107718146,1.5324008488024006,1571.331491139306,77147.37197452229,2025-11-26,2025-12-25
