Objective,"Delivery status","Delivery level",Reach,"Cost per 1,000 Accounts Center accounts reached",Impressions,"CPM (cost per 1,000 impressions)",Frequency,"Link clicks","Outbound clicks","Clicks (all)","CTR (all)","CPC (all)","CTR (link click-through rate)","CPC (cost per link click)","Content views","Cost per content view","Landing page views","Cost per landing page view","* OC to LPV","* LC to LPV","Adds to cart","Cost per add to cart","* LPV to ATC","Checkouts initiated","Cost per checkout initiated","* ATC to IC","Adds of payment info","Cost per add of payment info","* API to Purchase",Purchases,"Cost per purchase","Purchases conversion value","Purchase ROAS (return on ad spend)","Average purchases conversion value","Result type",Results,"Cost per result","Amount spent (IDR)","Reporting starts","Reporting ends"
OUTCOME_SALES,,,56401,20842.02407759,117997,9962.21090367,2.0921083,1810,1807,3317,2.81108842,354.38981007,1.5339373,649.45359116,1415,830.74982332,1171,1003.85226302,0.64803542,0.64696133,1187,990.32097725,1.01366354,85,13829.54117647,0.0716091,86,13668.73255814,0.38372093,33,35621.54545455,,,,"Website purchases",33,35621.54545455,1175511,2026-01-15,2026-01-25
