Reach,Impressions,Link clicks,Clicks (all),Amount spent (IDR),Messaging conversations started,Instagram follows,Outbound clicks,Frequency,"CPM (cost per 1,000 impressions)",CTR (link click-through rate),CPC (cost per link click),Cost per messaging conversation started,Reporting starts,Reporting ends
1411878,2435002,36072,45325,47532117,879,1938,4179,1.7246546797952798,19520.360558225413,1.4813950871498258,1317.7011809713906,54075.21843003413,2025-12-26,2026-01-25
